date,Appliances,lights
24/01/2016 15:30,80,0
24/01/2016 15:40,90,10
24/01/2016 15:50,90,10
24/01/2016 16:00,90,0
24/01/2016 16:10,80,10
24/01/2016 16:20,70,0
24/01/2016 16:30,50,10
24/01/2016 16:40,60,0
24/01/2016 16:50,40,0
24/01/2016 17:00,60,10
24/01/2016 17:10,60,10
24/01/2016 17:20,140,20
24/01/2016 17:30,80,10
24/01/2016 17:40,70,10
24/01/2016 17:50,60,10
24/01/2016 18:00,70,10
24/01/2016 18:10,60,0
24/01/2016 18:20,70,0
24/01/2016 18:30,70,10
24/01/2016 18:40,70,0
24/01/2016 18:50,60,10
24/01/2016 19:00,40,10
24/01/2016 19:10,40,10
24/01/2016 19:20,60,30
24/01/2016 19:30,350,20
24/01/2016 19:40,410,30
24/01/2016 19:50,80,30
24/01/2016 20:00,100,30
24/01/2016 20:10,80,10
24/01/2016 20:20,270,10
24/01/2016 20:30,280,0
24/01/2016 20:40,90,0
24/01/2016 20:50,90,0
24/01/2016 21:00,90,0
24/01/2016 21:10,90,0
24/01/2016 21:20,80,0
24/01/2016 21:30,70,0
24/01/2016 21:40,70,10
24/01/2016 21:50,90,0
24/01/2016 22:00,100,10
24/01/2016 22:10,90,20
24/01/2016 22:20,280,0
24/01/2016 22:30,390,10
24/01/2016 22:40,150,0
24/01/2016 22:50,50,0
24/01/2016 23:00,50,0
24/01/2016 23:10,40,0
24/01/2016 23:20,50,0
24/01/2016 23:30,30,0
24/01/2016 23:40,20,0
24/01/2016 23:50,40,0
25/01/2016 00:00,50,0
25/01/2016 00:10,50,0
25/01/2016 00:20,50,0
25/01/2016 00:30,40,0
25/01/2016 00:40,50,0
25/01/2016 00:50,50,0
25/01/2016 01:00,50,0
25/01/2016 01:10,50,0
25/01/2016 01:20,60,0
25/01/2016 01:30,50,0
25/01/2016 01:40,40,0
25/01/2016 01:50,40,0
25/01/2016 02:00,20,0
25/01/2016 02:10,30,0
25/01/2016 02:20,40,0
25/01/2016 02:30,50,0
25/01/2016 02:40,50,0
25/01/2016 02:50,60,0
25/01/2016 03:00,40,0
25/01/2016 03:10,50,0
25/01/2016 03:20,50,0
25/01/2016 03:30,40,0
25/01/2016 03:40,50,0
25/01/2016 03:50,60,0
25/01/2016 04:00,50,0
25/01/2016 04:10,60,0
25/01/2016 04:20,30,0
25/01/2016 04:30,30,0
25/01/2016 04:40,20,0
25/01/2016 04:50,40,0
25/01/2016 05:00,50,0
25/01/2016 05:10,50,0
25/01/2016 05:20,60,0
25/01/2016 05:30,50,0
25/01/2016 05:40,40,0
25/01/2016 05:50,50,0
25/01/2016 06:00,40,20
25/01/2016 06:10,50,0
25/01/2016 06:20,40,0
25/01/2016 06:30,50,0
25/01/2016 06:40,60,0
25/01/2016 06:50,30,0
25/01/2016 07:00,20,0
25/01/2016 07:10,30,0
25/01/2016 07:20,50,0
25/01/2016 07:30,50,0
25/01/2016 07:40,40,0
25/01/2016 07:50,60,0
25/01/2016 08:00,50,0
25/01/2016 08:10,50,0
25/01/2016 08:20,50,0
25/01/2016 08:30,50,0
25/01/2016 08:40,40,0
25/01/2016 08:50,50,0
25/01/2016 09:00,50,0
25/01/2016 09:10,20,0
25/01/2016 09:20,40,0
25/01/2016 09:30,30,0
25/01/2016 09:40,50,0
25/01/2016 09:50,40,0
25/01/2016 10:00,50,0
25/01/2016 10:10,50,0
25/01/2016 10:20,40,0
25/01/2016 10:30,50,0
25/01/2016 10:40,50,0
25/01/2016 10:50,60,0
25/01/2016 11:00,50,0
25/01/2016 11:10,50,0
25/01/2016 11:20,40,0
25/01/2016 11:30,40,0
25/01/2016 11:40,30,0
25/01/2016 11:50,20,0
25/01/2016 12:00,40,0
25/01/2016 12:10,50,0
25/01/2016 12:20,60,0
25/01/2016 12:30,40,0
25/01/2016 12:40,50,0
25/01/2016 12:50,50,0
25/01/2016 13:00,40,0
25/01/2016 13:10,50,0
25/01/2016 13:20,60,0
25/01/2016 13:30,50,0
25/01/2016 13:40,60,0
25/01/2016 13:50,40,0
25/01/2016 14:00,50,0
25/01/2016 14:10,30,0
25/01/2016 14:20,30,0
25/01/2016 14:30,20,0
25/01/2016 14:40,40,0
25/01/2016 14:50,60,0
25/01/2016 15:00,50,0
25/01/2016 15:10,50,0
25/01/2016 15:20,50,0
25/01/2016 15:30,40,0
25/01/2016 15:40,50,0
25/01/2016 15:50,50,0
25/01/2016 16:00,40,0
25/01/2016 16:10,60,0
25/01/2016 16:20,50,0
25/01/2016 16:30,50,0
25/01/2016 16:40,50,0
25/01/2016 16:50,50,0
25/01/2016 17:00,30,0
25/01/2016 17:10,30,0
25/01/2016 17:20,30,0
25/01/2016 17:30,40,0
25/01/2016 17:40,60,0
25/01/2016 17:50,50,0
25/01/2016 18:00,50,0
25/01/2016 18:10,40,0
25/01/2016 18:20,50,0
25/01/2016 18:30,40,0
25/01/2016 18:40,50,0
25/01/2016 18:50,50,0
25/01/2016 19:00,50,0
25/01/2016 19:10,60,0
25/01/2016 19:20,50,0
25/01/2016 19:30,40,0
25/01/2016 19:40,360,20
25/01/2016 19:50,380,10
25/01/2016 20:00,390,20
25/01/2016 20:10,390,10
25/01/2016 20:20,320,0
25/01/2016 20:30,80,10
25/01/2016 20:40,70,10
25/01/2016 20:50,80,20
25/01/2016 21:00,80,10
25/01/2016 21:10,70,10
25/01/2016 21:20,80,30
25/01/2016 21:30,80,20
25/01/2016 21:40,80,10
25/01/2016 21:50,80,10
